x,y,normalized_x,normalized_y,z_score_x,z_score_y
10.611376985560522,-0.2581975455104324,-0.9930989811245288,-9.996001599360257e+154,-0.9930989811245288,-0.0
4.386447954473255,0.0074542212422569,-1.4238356152894922,-9.996001599360257e+154,-1.4238356152894922,-0.0
40.93916393492107,48.647258168949605,1.1054452443600764,-9.996001599360257e+154,1.1054452443600764,-0.0
47.51486916723017,47.49779755650942,1.5604539882157542,-9.996001599360257e+154,1.5604539882157542,-0.0
2.4025396488257247,1.4144366738030358,-1.561113001392844,-9.996001599360257e+154,-1.561113001392844,-0.0
19.219184947084,22.583945688926345,-0.3974780173563045,-9.996001599360257e+154,-0.3974780173563045,-0.0
16.55104771960108,10.893470179147752,-0.5821009171703921,-9.996001599360257e+154,-0.5821009171703921,-0.0
9.103979471692451,9.363217128999052,-1.0974039986162316,-9.996001599360257e+154,-1.0974039986162316,-0.0
17.235275979133863,10.868766995568429,-0.5347554492879695,-9.996001599360257e+154,-0.5347554492879695,-0.0
16.783862920921,9.949453869935576,-0.5659911694611134,-9.996001599360257e+154,-0.5659911694611134,-0.0
42.87174534096238,44.73429622715116,1.2391710436311774,-9.996001599360257e+154,1.2391710436311774,-0.0
49.71454636103672,49.39437847112276,1.712661595078089,-9.996001599360257e+154,1.712661595078089,-0.0
10.891033975023255,5.141010937150828,-0.9737479957943643,-9.996001599360257e+154,-0.9737479957943643,-0.0
36.22487877806695,28.844779784912525,0.7792382609846347,-9.996001599360257e+154,0.7792382609846347,-0.0
12.885741758457565,15.239561519272142,-0.8357233351936829,-9.996001599360257e+154,-0.8357233351936829,-0.0
45.3615949133382,50.19792956101504,1.4114572526829319,-9.996001599360257e+154,1.4114572526829319,-0.0
11.488216233209863,10.4399278111022,-0.9324257133089361,-9.996001599360257e+154,-0.9324257133089361,-0.0
42.61457365808539,40.790743889764,1.221375938734114,-9.996001599360257e+154,1.221375938734114,-0.0
18.92212024398195,20.083060973346075,-0.41803353689787287,-9.996001599360257e+154,-0.41803353689787287,-0.0
36.72590175554365,33.27661732566059,0.8139067607988291,-9.996001599360257e+154,0.8139067607988291,-0.0
44.85512829789063,51.38512512206147,1.376412078004578,-9.996001599360257e+154,1.376412078004578,-0.0
40.960378464025965,43.80686048721364,1.1069131928003562,-9.996001599360257e+154,1.1069131928003562,-0.0
22.64296439280703,22.32049177487274,-0.1605681301577451,-9.996001599360257e+154,-0.1605681301577451,-0.0
34.84191160050257,35.19266898610295,0.6835432539813733,-9.996001599360257e+154,0.6835432539813733,-0.0
42.58965867730128,41.85854859117373,1.219651935952775,-9.996001599360257e+154,1.219651935952775,-0.0
0.983235456032472,7.09895938158873,-1.6593223637497363,-9.996001599360257e+154,-1.6593223637497363,-0.0
14.307166184676024,17.49029191235151,-0.7373672623755702,-9.996001599360257e+154,-0.7373672623755702,-0.0
1.3654533432462757,5.066871982527395,-1.6328746331115345,-9.996001599360257e+154,-1.6328746331115345,-0.0
13.693332923287937,17.489515225833355,-0.7798417181691049,-9.996001599360257e+154,-0.7798417181691049,-0.0
0.2030719290340654,-2.8996170751847874,-1.7133061136108756,-9.996001599360257e+154,-1.7133061136108756,-0.0
9.577609385598365,9.749303764259194,-1.0646309735846449,-9.996001599360257e+154,-1.0646309735846449,-0.0
11.25262800612239,5.589014298024254,-0.9487273417255455,-9.996001599360257e+154,-0.9487273417255455,-0.0
39.6238663736195,54.62067131441005,1.0144326654774753,-9.996001599360257e+154,1.0144326654774753,-0.0
29.093707371578493,28.7124685820146,0.28579379696835006,-9.996001599360257e+154,0.28579379696835006,-0.0
3.506952704238037,3.713996629113984,-1.4846926663431685,-9.996001599360257e+154,-1.4846926663431685,-0.0
8.299738434721615,13.243029101051349,-1.1530538021067065,-9.996001599360257e+154,-1.1530538021067065,-0.0
22.90696560295856,19.929936451056644,-0.14230045319174994,-9.996001599360257e+154,-0.14230045319174994,-0.0
27.472977136189087,33.75102852429035,0.17364667320281416,-9.996001599360257e+154,0.17364667320281416,-0.0
29.10568328585921,27.555555376072995,0.28662247549344866,-9.996001599360257e+154,0.28662247549344866,-0.0
40.19902970996551,43.30730791591001,1.0542313392222744,-9.996001599360257e+154,1.0542313392222744,-0.0
25.457223636932568,28.642118853950397,0.03416574526935195,-9.996001599360257e+154,0.03416574526935195,-0.0
47.0211049605165,49.151455246774695,1.5262877621577795,-9.996001599360257e+154,1.5262877621577795,-0.0
10.272541168764892,6.721408517460706,-1.0165448707936666,-9.996001599360257e+154,-1.0165448707936666,-0.0
17.29619560766006,10.060862975764367,-0.5305400894637996,-9.996001599360257e+154,-0.5305400894637996,-0.0
19.86491276117048,22.87891386760741,-0.3527966043092984,-9.996001599360257e+154,-0.3527966043092984,-0.0
16.933536556783913,14.306125837520868,-0.5556344380328736,-9.996001599360257e+154,-0.5556344380328736,-0.0
